year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
1998,HI,Domiciliary Care,(6 or more residents),1123.9,2247.8,629.9,1506.8
1998,ID,Living independently or with others,,542,758,48,17
1998,ID,Living with essential person,,758,N/A,17,N/A
1998,ID,Room and board facility,,597,N/A,103,N/A
1998,ID,Adult residential care home/Adult foster care home,Level I,855,N/A,361,N/A
1998,ID,Adult residential care home/Adult foster care home,Level II,922,N/A,428,N/A
1998,ID,Adult residential care home/Adult foster care home,Level III,990,N/A,496,N/A
1998,ID,Semi-independent group residential facility,,640,N/A,146,N/A
1998,IN,Licensed residential facility,,1220.2,N/A,726.2,N/A
1998,IA,Living independently,Blind,516,785,22,44
1998,IA,Living in household of another,Blind,351.34,538,22,44
1998,IA,Living with dependent person,Aged and disabled,741,988,247,247
1998,IA,Living with dependent person,Blind,763,1032,269,291
1998,IA,Family life or boarding home or in the household of another,,556.2,1132.4,62.2,391.4
1998,IA,Living with dependent person in household of another,Aged and disabled,576.34,741,247,247
1998,IA,Living with dependent person in household of another,Blind,598.34,785,269,291
1998,IA,Family life or boarding home,(1/3 reduction in Federal benefit rate applies),391.54,885.4,62.2,391.4
1998,IA,Residential-care,,791.06,N/A,297.06,N/A
1998,IA,In-home health care,,941.16,1635.32,447.16,894.32
1998,KY,Personal-care facility,,828,N/A,334,N/A
1998,KY,Family care home,,633,N/A,139,N/A
1998,KY,Caretaker in home,,527,813,33,72
1998,LA,Medicaid facility,,38,76,8,16
1998,ME,Living alone or with others,,504,756,10,15
1998,ME,Living in the household of another,,337.34,506,8,12
1998,ME,Foster home,,543,1014,49,273
1998,ME,Flat rate boarding home,,711,1331,217,590
1998,ME,Cost reimbursement boarding home,,713,1362,219,621
1998,ME,Medicaid facility,,40,80,10,20
1998,MD,Care Home,Minimal supervision,560,N/A,66,N/A
1998,MD,Care Home,Moderate supervision,669,N/A,175,N/A
1998,MD,Care Home,Extensive supervision,957,N/A,463,N/A
1998,MD,Care Home,Specialized and intensive services,1160,N/A,666,N/A
1998,MD,DOMCARE,,678,N/A,184,N/A
1998,MA,Living independently,Aged,622.82,942.72,128.82,201.72
1998,MA,Living independently,Blind,643.74,1287.48,149.74,546.48
1998,MA,Living independently,Disabled,608.39,921.06,114.39,180.06
1998,MA,Shared living expenses,Aged,533.26,942.72,39.26,104.36
1998,MA,Shared living expenses,Blind,643.74,1287.48,149.74,314.4
1998,MA,Shared living expenses,Disabled,524.4,921.06,30.4,87.58
1998,MA,Living in household of another,Aged,433.7,709.8,201.72,215.8
1998,MA,Living in household of another,Blind,643.74,1287.48,546.48,793.48
1998,MA,Living in household of another,Disabled,416.92,688.18,180.06,194.18
1998,MA,Licensed rest home,Aged and disabled,787,1574,293,833
1998,MA,Licensed rest home,Blind,643.74,1287.48,149.74,546.48
1998,MA,Medicaid facility,,65,130,35,70
1998,MI,Living independently,,508,769,14,28
1998,MI,Living in household of another,,338.67,512.66,9.33,18.66
1998,MI,Domiciliary-care,,581,1162,87,421
1998,MI,Personal-care,,651.5,1303,157.5,562
1998,MI,Home for the aged,,673.3,1346.6,179.3,605.6
1998,MI,Living independently with essential pereon,,755,1009,14,21
1998,MI,Living in household of another with essential person,,503.33,672.67,9.33,14
1998,MI,Medicaid facility,,37,74,7,14
1998,MN,Living independently,Entitlement prior to 1994,575,867,81,126
1998,MN,Living independently,Entitlement 1994 or later,575,852,81,111
1998,MN,Living in household of another,Entitlement prior to 1994,439.34,838,110,344
1998,MN,Living in household of another,Entitlement 1994 or later,439.34,575,110,81
1998,MN,Nonmedicalgroup residential facility,,1192.37,N/A,698.37,N/A
1998,MN,Medicaid facility,,64,128,34,68
1998,MO,Licensed residential-care facility,I,645,1043,151,302
1998,MO,Licensed residential-care facility,II,776,1305,282,564
1998,MO,Licensed intermediate care or skilled nursing home,,869,1491,375,750
1998,MO,Aid to the blind,,N/A,N/A,373,746
1998,MT,Personal-care facilities,,588,934,94,193
1998,MT,Group home for mentally disabled,,588,934,94,193
1998,MT,Community home for physically or developmentally disabled,,588,934,94,193
1998,MT,Child and adult foster care,,546.75,851.5,52.75,110.5
1998,MT,Transitional living services for developmentally disabled,,520,798,26,67
1998,NE,Living independently,,502,839,8,98
1998,NE,Living with an essential person,,839,N/A,98,N/A
1998,NE,Room and board facility,,429.67,856,100.33,362
1998,NE,Certified adult family home,,625,1245,131,504
1998,NE,Licensed assisted living facility,,740,1480,246,739
1998,NE,Licensed group home for children or child caring agency,,585,N/A,91,N/A
1998,NE,Medicaid facility,,40,80,10,20
1998,NV,Living independently,Aged,530.4,815.46,36.4,74.46
1998,NV,Living independently,Blind,603.3,1115.6,109.3,374.6
1998,NV,Living in household of another,Aged,353.61,543.64,24.27,49.64
1998,NV,Living in household of another,Blind,543.3,1025.94,213.96,531.94
1998,NV,Domiciliary care,Aged and blind,823.66,1570.98,329.66,829.98
1998,NH,Living independently,,521,762,27,21
1998,NH,Living with an essential person,,N/A,1001,N/A,13
1998,NH,Residential care facility for adults,,701,1402,207,414
1998,NH,Enhanced family care facilities,,701,1402,207,414
1998,NH,Community residences,Nonsubsidized,643,1286,149,298
1998,NH,Community residences,Subsidized,583,1166,89,178
1998,NH,Medicaid facility,,40,80,10,20
1998,NJ,Congregate Care,,644.05,1269.36,150.05,528.36
1998,NJ,Living alone or with others,,525.25,766.36,31.25,25.36
1998,NJ,Living alone with an ineligible spouse,,766.36,N/A,272.36,N/A
1998,NJ,Living with essential person,,766.36,N/A,25.36,N/A
1998,NJ,Living in household of another,,373.65,587.09,44.31,93.09
1998,NJ,Medicaid facility,,40,80,10,20
1998,NM,Licensed adult residential care home,,594,941,100,200
1998,NY,Living alone,,580,843.5,86,102.5
1998,NY,Living with others,,517,786,23,45
1998,NY,Congregate care I,Areas A and B,760.48,1520.96,266.48,779.96
1998,NY,Congregate care I,Area C,722.48,1444.96,228.48,703.96
1998,NY,Congregate care II,Areas A and B,929,1858,435,1117
1998,NY,Congregate care II,Area C,899,1798,405,1057
1998,NY,Congregate care III,Area A,976.96,1953.92,482.96,1212.92
1998,NY,Congregate care III,Areas B and C,952.96,1905.92,458.96,1164.92
1998,NY,Living in household of another,,352.34,539,23,45
1998,NY,Medicaid facility,,35,70,5,10
1998,NC,Adult Care Home,Basic,924,N/A,430,N/A
1998,NC,Adult Care Home,Disenfranchised-ambulatory,1006,N/A,512,N/A
1998,NC,Adult Care Home,Disenfranchised-semi-ambulatory,1048,N/A,554,N/A
1998,NC,Blind ineligible for SSI,Not paying shelter/utilities,N/A,N/A,97,194
1998,NC,Blind ineligible for SSI,Paying shelter/utilities,N/A,N/A,146,243
1998,ND,Licensed Basic Care Facility,,494,N/A,741,N/A
1998,OH,Adult foster homes,,950,1800,456,1059
1998,OH,Adult family homes,,950,1800,456,1059
1998,OH,Apartment or room,Community Mental Health Program,750,1400,256,659
1998,OH,Community alternative home,,950,1800,456,1059
1998,OH,Group homes,,1050,2000,556,1259
1998,OH,Residential Care Facility,,1050,2000,556,1259
1998,OK,Living independently,,547,847,53,106
1998,OR,Living independently,Aged and disabled,495.7,741,1.7,0
1998,OR,Living independently,Blind,520.7,766.6,26.7,25.6
1998,OR,Living with an ineligible spouse,Aged and disabled,495.7,N/A,1.7,N/A
1998,OR,Living with an ineligible spouse,Blind,520.7,N/A,26.7,N/A
1998,OR,Living with essential person,Blind,766.6,N/A,25.6,N/A
1998,OR,Living in household of another,Aged and disabled,331.04,494,1.7,0
1998,OR,Living in household of another,Blind,356.04,519.6,26.7,25.6
1998,OR,Adult foster/residential care,Aged and disabled,495.7,937.4,1.7,196.4
1998,OR,Adult foster/residential care,Blind,520.7,987.4,26.7,246.4
1998,OR,Room and board,Aged and disabled,495.7,937.4,1.7,196.4
1998,OR,Room and board,Blind,520.7,987.4,26.7,246.4
1998,PA,Living alone,,521.4,784.7,27.4,43.7
1998,PA,Living in household of another,,356.74,537.7,784.7,1056.05
1998,PA,Living with an essential person,,27.4,43.7,43.7,68.05
1998,PA,Living with an essential person in household of another,,537.7,726.72,43.7,68.05
1998,PA,Domiciliary-care facility for adults,,823.3,1478.4,329.3,737.4
1998,PA,Personal-care boarding home,,828.3,1488.4,334.3,747.4
1998,RI,Living alone,,558.35,861.5,64.35,120.5
1998,RI,Living in household of another,,403.94,630.5,74.6,136.5
1998,RI,Shelter care facility,,826,N/A,332,N/A
1998,RI,Medicaid facility,,40,80,10,20
1998,SC,Licensed residential-care facility,,795,N/A,301,N/A
1998,SD,Living independently,,509,756,15,15
1998,SD,Assisted living facility,,910,N/A,416,N/A
1998,SD,Adult foster-care,,711,N/A,217,N/A
1998,UT,Living alone or with others,,494,745.6,0,4.6
1998,UT,Living in the household of another,,332.47,503.73,3.13,9.73
1998,VT,Living independently,,548.91,844.12,54.91,103.12
1998,VT,Living in the household of another,,365.89,538.93,36.55,44.93
1998,VT,Level III-residential care home,,742.45,1302.47,248.45,561.47
1998,VT,Level IV-residential care home,,702.28,1263.75,208.28,522.75
1998,VT,Custodial-carefamily home,,585.79,1050.54,91.79,309.54
1998,VT,Medicaid facility,,45,90,15,30
1998,VT,Living independently with an essential person,,844.12,1017.86,350.12,276.86
1998,VT,In the household of another with ineligible spouse who is an essential person,,548.91,N/A,219.57,N/A
1998,VA,Adult Care Residence,Planning district 8,888,1776,394,1035
1998,VA,Adult Care Residence,All other areas,777,1554,283,813
1998,VA,Adult family care,Planning district 8,624,1248,130,507
1998,VA,Adult family care,All other areas,548,1096,54,355
1998,WA,Living independently,Area 1,521,762,27,21
1998,WA,Living independently,Area 2,500.55,741,6.55,0
1998,WA,Living with ineligible spouse,Area 1,661.2,N/A,167.2,N/A
1998,WA,Living with ineligible spouse,Area 2,631.25,N/A,137.25,N/A
1998,WA,Living in household of another,,334.15,499.3,4.81,5.3
1998,WA,Living in household of another with ineligible spouse,,432.1,N/A,102.76,N/A
1998,WA,Living with one essential person,Area 1,762,N/A,0,N/A
1998,WA,Living with one essential person,Area 2,741,N/A,21,N/A
1998,WA,Living in household of another with one essential person,,499.3,N/A,5.3,N/A
1998,WA,Medicaid facility,,41.62,83.24,11.62,23.24
1998,WI,Living independently,,577.78,873.05,83.78,132.05
1998,WI,Living in household of another,,413.12,626.05,83.78,132.05
1998,WI,Living independently with an ineligible spouse,,624.43,N/A,130.43,N/A
1998,WI,Living in household of another with ineligible spouse,,464.39,N/A,135.05,N/A
1998,WI,Private nonmedical group home or natural residential settings,,673.77,1218.41,179.77,477.41
1998,WI,Living independently with an essential person,(nonspouse),824.78,1120.05,83.78,132.05
1998,WI,Living in household of another with an essential person,(nonspouse),577.78,873.05,83.78,132.05
1998,WI,Living independently with an ineligible spouse who is an essential person,,871.43,N/A,130.43,N/A
1998,WI,Living in household of another with an ineligible spouse who is an essential person,,629.05,N/A,135.05,N/A
1998,WY,Living independently,,503.7,765.6,9.7,24.6
1998,WY,Living in the household of another,,342.47,523.74,13.13,29.74
,,,,,,,
223,43,,,,,,
