year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
1992,IA,Family life or boarding home,,484.2,988.4,62.2,355.4
1992,IA,Living with dependent person in household of another,Aged and disabled,492.34,633,211,211
1992,IA,Living with dependent person in household of another,Blind,514.34,677,233,255
1992,IA,Family life or boarding home,(1/3 reduction in Federal benefit rate applies),343.54,777.4,62.2,355.4
1992,IA,Residential-care,,667.22,N/A,245.22,N/A
1992,IA,In-home health care,,812.15,1413.3,390.15,780.3
1992,KY,Personal-care facility,,720,N/A,298,N/A
1992,KY,Family care home,,525,N/A,103,N/A
1992,KY,Caretaker in home,,455,705,33,72
1992,LA,Medicaid facility,,38,76,8,16
1992,ME,Living alone or with others,,432,648,10,15
1992,ME,Living in the household of another,,289.34,434,8,12
1992,ME,Foster home,,486,929,64,296
1992,ME,Flat rate boarding home,,654,1246,232,613
1992,ME,Cost reimbursement boarding home,,656,1277,234,644
1992,ME,Medicaid facility,,40,80,10,20
1992,MD,Care Home,Minimal supervision,500,N/A,78,N/A
1992,MD,Care Home,Moderate supervision,633,N/A,211,N/A
1992,MD,Care Home,Extensive supervision,885,N/A,463,N/A
1992,MD,Care Home,Specialized and intensive services,1136,N/A,714,N/A
1992,MD,DOMCARE,,654,N/A,232,N/A
1992,MA,Living independently,Aged,550.82,834.72,128.82,201.72
1992,MA,Living independently,Blind,571.74,1143.48,149.74,510.48
1992,MA,Living independently,Disabled,536.39,813.06,114.39,180.06
1992,MA,Shared living expenses,Aged,461.26,834.72,39.26,201.72
1992,MA,Shared living expenses,Blind,571.74,1143.48,149.74,510.48
1992,MA,Shared living expenses,Disabled,452.4,813.06,30.4,180.06
1992,MA,Living in household of another,Aged,385.7,637.8,104.36,215.8
1992,MA,Living in household of another,Blind,571.74,1143.48,290.4,721.48
1992,MA,Living in household of another,Disabled,368.92,616.18,87.58,194.18
1992,MA,Licensed rest home,Aged and disabled,715,1430,293,797
1992,MA,Licensed rest home,Blind,571.74,1143.48,149.74,510.48
1992,MA,Medicaid facility,,65,130,35,70
1992,MI,Living independently,,436,654,14,21
1992,MI,Living in household of another,,290.67,436,9.33,14
1992,MI,Domiciliary-care,,509,1018,87,385
1992,MI,Personal-care,,579.5,1159,157.5,526
1992,MI,Home for the aged,,601.3,1202.6,179.3,569.6
1992,MI,Living independently with essential person,,647,865,14,21
1992,MI,Living in household of another with essential person,,431.33,576.67,9.33,14
1992,MI,Medicaid facility,,37,74,7,14
1992,MN,Living independently,,503,762,81,129
1992,MN,Living in household of another,,391.34,762,110,340
1992,MN,Nonmedical group residential facility,,422,0,0,0
1992,MN,Medicaid facility,,54,108,24,48
1992,MO,Licensed residential-care facility,I,570,929,148,296
1992,MO,Licensed residential-care facility,II,698,1185,276,552
1992,MO,Licensed intermediate care or skilled nursing home,,790,1369,368,736
1992,MO,Aid to the blind,,N/A,N/A,322,644
1992,MT,Personal-care facilities,,516,826,94,193
1992,MT,Group home for mentally disabled,,516,826,94,193
1992,MT,Community home for physically or developmentally disabled,,516,826,94,193
1992,MT,Child and adult foster care,,474.75,743.5,52.75,110.5
1992,MT,Transitional living services for developmentally disabled,,448,690,26,57
1992,NE,Living independently,,452,681,30,48
1992,NE,Living with an essential person,,681,N/A,48,N/A
1992,NE,Room and board facility,,403,806,121.66,384
1992,NE,Licensed domiciliary facility,,505,1010,83,377
1992,NE,Certified adult family home,,500,1000,78,367
1992,NE,Licensed residential-care facility,,545,1090,123,457
1992,NE,Licensed group home for children or child caring agency,,490,N/A,68,N/A
1992,NE,Center for developmentally disabled,,453,N/A,31,N/A
1992,NE,Medicaid facility,,40,80,10,20
1992,NV,Living independently,Aged,458.4,707.46,36.4,74.46
1992,NV,Living independently,Blind,531.3,1007.6,109.3,374.6
1992,NV,Living in household of another,Aged,305.61,471.64,24.27,49.64
1992,NV,Living in household of another,Blind,495.3,953.94,213.96,531.94
1992,NV,Domiciliary care,Aged and blind,698.4,1341.8,276.4,708.8
1992,NH,Living independently,,449,654,27,21
1992,NH,Living with an essential person,,N/A,857,N/A,13
1992,NH,Residential care facility for adults,,653,1306,231,462
1992,NH,Community residences,,595,1190,173,346
1992,NH,Medicaid facility,,40,80,10,20
1992,NJ,Licensed residential facility,,572.05,1125.36,150.05,492.36
1992,NJ,Living alone or with others,,453.25,658.36,31.25,25.36
1992,NJ,Living alone with an ineligible spouse,,658.36,N/A,236.36,N/A
1992,NJ,Living with essential person,,658.36,N/A,25.36,N/A
1992,NJ,Living in household of another,,325.65,515.09,44.31,93.09
1992,NJ,Medicaid facility,,40,80,10,20
1992,NM,Licensed adult residential care home,,522,833,100,200
1992,NY,Living alone,,508,735.5,86,102.5
1992,NY,Living with others,,445,678,23,45
1992,NY,Congregate care I,Areas A and B,688.48,1376.96,266.48,743.96
1992,NY,Congregate care I,Area C,650.48,1300.96,228.48,667.96
1992,NY,Congregate care II,Areas A and B,857,1714,435,1081
1992,NY,Congregate care II,Area C,827,1654,405,1021
1992,NY,Congregate care III,Area A,904.96,1809.92,482.96,1176.92
1992,NY,Congregate care III,Areas B and C,880.96,1761.92,458.96,1128.92
1992,NY,Living in household of another,,304.34,467,23,45
1992,NY,Medicaid facility,,35,70,5,10
1992,NC,Domiciliary care,(Ambulatory),832,1279,410,646
1992,NC,Domiciliary care,(Semi-ambulatory),871,1318,449,685
1992,NC,Blind ineligible for SSI,Not paying shelter/utilities,N/A,N/A,97,194
1992,NC,Blind ineligible for SSI,Paying shelter/utilities,N/A,N/A,146,243
1992,OH,Adult foster home,,779,1492,357,859
1992,OH,Adult family home,,779,1492,357,859
1992,OH,Group home,,879,1692,457,1059
1992,OH,Rest home,,879,1692,457,1059
1992,OK,Living independently,,486,761,64,128
1992,OR,Living independently,Aged and disabled,423.7,633,1.7,0
1992,OR,Living independently,Blind,448.7,658.6,26.7,25.6
1992,OR,Living with an ineligible spouse,Aged and disabled,423.7,N/A,1.7,N/A
1992,OR,Living with an ineligible spouse,Blind,448.7,N/A,26.7,N/A
1992,OR,Living with essential person,Blind,658.6,N/A,25.6,N/A
1992,OR,Living in household of another,Aged and disabled,283.04,422,1.7,0
1992,OR,Living in household of another,Blind,308.04,447.6,26.7,25.6
1992,OR,Adult foster/residential care,Aged and disabled,423.7,829.4,1.7,196.4
1992,OR,Adult foster/residential care,Blind,448.7,879.4,26.7,246.4
1992,OR,Room and board,Aged and disabled,423.7,829.4,1.7,196.4
1992,OR,Room and board,Blind,448.7,879.4,26.7,246.4
1992,PA,Living alone,,454.4,681.7,32.4,48.7
1992,PA,Living in household of another,,313.74,470.7,32.4,48.7
1992,PA,Living with an essential person,,681.7,917.05,48.7,73.05
1992,PA,Living with an essential person in household of another,,470.7,635.72,48.7,73.05
1992,PA,Domiciliary-care facility for adults,,569.3,1006.4,147.3,373.4
1992,PA,Personal-care boarding home,,574.3,1016.4,152.3,383.4
1992,RI,Living alone,,488.79,757.53,66.79,124.53
1992,RI,Living in household of another,,358.74,563.27,77.4,141.27
1992,RI,Shelter care facility,,766.34,N/A,344.34,N/A
1992,RI,Medicaid facility,,40,80,10,20
1992,SC,Licensed residential-care facility,,665,1323,243,690
1992,SD,Living independently,,437,648,15,15
1992,SD,Assisted living facility,,672,N/A,250,N/A
1992,SD,Adult foster-care,,574,N/A,152,N/A
1992,UT,Living alone or with others,,427.3,643.6,5.3,10.6
1992,VT,Living independently,,486.99,751.24,64.99,118.24
1992,VT,Living in the household of another,,324.6,477,43.26,55
1992,VT,Custodial-care,Licensed home with limited nursing care,680.53,1209.59,258.53,576.59
1992,VT,Custodial-care,Licensed community care home,640.36,1170.87,218.36,537.87
1992,VT,Custodial-care,Family home,523.87,957.66,101.87,324.66
1992,VT,Medicaid facility,,45,90,15,30
1992,VT,Living independently with an essential person,,751.24,934.42,329.24,301.42
1992,VT,Living in the household of another with ineligible spouse who is an essential person,,486.99,N/A,205.65,N/A
1992,VA,Licensed home for adults,Planning district 8,743,1486,321,853
1992,VA,Licensed home for adults,All other areas,651,1302,229,669
1992,VA,Adult family care,Planning district 8,560,1120,138,487
1992,VA,Adult family care,All other areas,490,980,68,347
1992,WA,Living independently,Area 1,450,655,28,22
1992,WA,Living independently,Area 2,429.55,633,7.55,0
1992,WA,Living with ineligible spouse,Area 1,614,N/A,192,N/A
1992,WA,Living with ineligible spouse,Area 2,582.15,N/A,160.15,N/A
1992,WA,Living in household of another,,287.15,428.3,5.81,6.3
1992,WA,Living in household of another with ineligible spouse,,400.97,N/A,119.63,N/A
1992,WA,Living with one essential person,Area 1,655,N/A,22,N/A
1992,WA,Living with one essential person,Area 2,633,N/A,0,N/A
1992,WA,Living in household of another with one essential person,,428.3,N/A,6.3,N/A
1992,WA,Medicaid facility,,41.62,83.24,11.62,23.24
1992,WI,Living independently,,514.72,778.86,92.72,145.86
1992,WI,Living in household of another,,374.06,567.86,92.72,145.86
1992,WI,Living independently with an ineligible spouse,,566.08,N/A,144.08,N/A
1992,WI,Living in household of another with ineligible spouse,,425.42,N/A,144.08,N/A
1992,WI,Private nonmedical group home or natural residential settings,,615.16,1132.02,193.16,499.02
1992,WI,Living independently with an essential person,(nonspouse),725.72,989.86,92.72,145.86
1992,WI,Living in household of another with an essential person,(nonspouse),514.72,708.53,92.72,145.86
1992,WI,Living independently with an ineligible spouse who is an essential person,,777.08,N/A,144.08,N/A
1992,WI,Living in household of another with an ineligible spouse who is an essential person,,566.08,N/A,144.08,N/A
1992,WY,Living independently,,442,673,20,40
1992,WY,Living in the household of another,,301.34,462,20,40
