year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
2005,MT,Personal care facilities,,673,1062,94,193
2005,MT,Group home for the mentally ill or disabled,,673,1062,94,193
2005,MT,Community home for physically or developmentally disabled,,673,1062,94,193
2005,MT,Child and adult foster care,,631.75,979.5,52.75,110.5
2005,MT,Transitional living services for developmentally disabled,,605,926,26,57
2005,NE,Living independently,,588,874,9,5
2005,NE,Room and board facility,,506,722.34,120,143
2005,NE,Adult family home,,737,1474,158,605
2005,NE,Licensed center for developmentally disabled,,1576,2152,997,1283
2005,NE,Licensed group home for children or child caring agency,,673,...,94,...
2005,NE,Assisted living facility,,1017,2034,438,1165
2005,NE,Medicaid facility,,50,100,20,40
2005,NV,Living independently,Aged,615.4,943.46,36.4,74.46
2005,NV,Living independently,Blind,688.3,1243.6,109.3,374.6
2005,NV,Living in household of another,Aged,410.27,628.98,24.27,49.64
2005,NV,Living in household of another,Blind,599.96,1111.28,213.96,531.94
2005,NV,Domiciliary care,Aged and blind,929,1750,350,881
2005,NH,Living independently,,606,890,27,21
2005,NH,Living with an essential person,,...,1172,...,13
2005,NH,Residential care facility for adults,,786,1572,207,414
2005,NH,Enhanced family care facilities,,786,1572,207,414
2005,NH,Community residences,Non-subsidized,728,...,149,...
2005,NH,Community residences,Subsidized,668,...,89,...
2005,NH,Medicaid facility,,50,...,20,...
2005,NJ,Congregate care,,729.05,1439.36,150.05,570.36
2005,NJ,Living alone or with others,,610.25,894.36,31.25,25.36
2005,NJ,Living alone with an ineligible spouse,,894.36,...,315.36,...
2005,NJ,Living with essential person,,894.36,...,25.36,...
2005,NJ,Living in household of another,,430.31,672.43,44.31,93.09
2005,NJ,Medicaid facility,,40,80,10,20
2005,NM,Licensed adult residential care home,,679,1069,100,200
2005,NY,Living alone,,666,973,87,104
2005,NY,Living with others,,602,915,23,46
2005,NY,Congregate care I,Areas A and B,845.48,1690.96,266.48,821.96
2005,NY,Congregate care I,Area C,807.48,1614.96,228.48,745.96
2005,NY,Congregate care II,Areas A and B,1014,2028,435,1159
2005,NY,Congregate care II,Area C,984,1968,405,1099
2005,NY,Congregate care III,Area A,1061.96,2123.92,482.96,1254.92
2005,NY,Congregate care III,Areas B and C,1037.96,2075.92,458.96,1206.92
2005,NY,Living in household of another,,409,625.34,23,46
2005,NY,Medicaid facility/residential facility/emergency shelter,,579,869,...,...
2005,NC,Adult care home,Basic,1130,?,551,?
2005,NC,Adult care home,Disenfranchised,1137,?,558,?
2005,NC,Blind ineligible for SSI,Not paying shelter and utilities,...,...,97,194
2005,NC,Blind ineligible for SSI,Paying shelter and utilities,...,...,146,243
2005,ND,Licensed basic care facility,,878.16,1467.32,299.16,598.32
2005,OH,Adult family/foster home,,1085,2028,506,1159
2005,OH,Adult community mental health housing,,885,1628,306,759
2005,OH,Adult community alternative home,,1085,2028,506,1159
2005,OH,Adult group home,,1185,2228,606,1359
2005,OH,Residential care facility,,1185,2228,606,1359
2005,OH,Adult residential care facility,,1085,2028,506,1159
2005,OK,Living independently,,627,965,48,96
2005,OR,Living independently,Aged and disabled,580.7,...,1.7,...
2005,OR,Living independently,Blind,605.7,894.6,26.7,25.6
2005,OR,Living in household of another,Aged and disabled,387.7,...,1.7,...
2005,OR,Living in household of another,Blind,412.7,604.94,26.7,25.6
2005,OR,Adult foster/residential care,Aged and disabled,580.7,1065.4,1.7,196.4
2005,OR,Adult foster/residential care,Blind,605.7,1115.4,26.7,246.4
2005,PA,Living alone,,606.4,912.7,27.4,43.7
2005,PA,Living in household of another,,413.4,623.04,27.4,43.7
2005,PA,Living with an essential person,,912.7,1227.05,43.7,68.05
2005,PA,Living with an essential person in household of another,,623.04,840.73,43.7,68.05
2005,PA,Domiciliary care facility for adults,,968.3,1726.4,389.3,857.4
2005,PA,Personal care home,,973.3,1736.4,394.3,867.4
2005,RI,Living alone,,636.35,977.5,57.35,108.5
2005,RI,Living in household of another,,455.94,707.84,69.94,128.5
2005,RI,Residential care/assisted living,,1154,...,575,...
2005,RI,Medicaid facility,,50,100,20,40
2005,SC,Licensed residential-care facility,,927,...,348,...
2005,SD,Living independently,,594,884,15,15
2005,SD,Assisted living facility,,1110,...,531,...
2005,SD,Adult foster care,,846,...,267,...
2005,TX,Medicaid facility,,45,...,15,...
2005,UT,Living alone or with others,,579,873.6,...,4.6
2005,UT,Living in the household of another,,389.13,589.07,3.13,9.73
2005,VT,Living independently,,631.04,967.88,52.04,98.88
2005,VT,Level III assistive community care services,,627.38,965.77,48.38,96.77
2005,VT,Living in the household of another,,425.3,627.65,39.3,48.31
2005,VT,Level IV residential care home,,802.94,1431.06,223.94,562.06
2005,VT,Custodial-care/Family home,,677.69,1201.82,98.69,332.82
2005,VT,Medicaid facility,,47.66,95.33,17.66,35.33
2005,VA,Assisted living facility,Planning district 8,1086,2172,507,1303
2005,VA,Assisted living facility,All other areas,944,1888,365,1019
2005,VA,Adult foster care,Planning district 8,1086,2172,507,1303
2005,VA,Adult foster care,All other areas,944,1888,365,1019
2005,WA,Living independently,Area 1,604.9,888.9,25.9,19.9
2005,WA,Living independently,Area 2,584.45,...,5.45,...
2005,WA,Living with ineligible spouse,Area 1,745.1,...,166.1,...
2005,WA,Living with ineligible spouse,Area 2,715.15,...,136.15,...
2005,WA,Living in household of another,,389.71,583.54,3.71,4.2
2005,WA,Living in household of another with ineligible spouse,,487.66,...,101.66,...
2005,WA,Medicaid facility,,41.62,83.24,11.62,23.24
2005,WI,Living independently,,662.78,1001.05,83.78,132.05
2005,WI,Living in household of another,,469.78,711.39,83.78,132.05
2005,WI,Living independently with an ineligible spouse,,709.43,...,130.43,...
2005,WI,Living in household of another with ineligible spouse,,521.05,...,135.05,...
2005,WI,Private nonmedical group home or natural residential settings,,758.77,1346.41,179.77,477.41
2005,WY,Living independently,,589.44,895.48,10.44,26.48
2005,WY,Living in the household of another,,399.24,611.36,13.24,32.02
