year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
1997,IN,Licensed residential facility,,1100.36,N/A,616.36,N/A
1997,IA,Living independently,Blind,506,770,22,44
1997,IA,Living in household of another,Blind,344.67,528,22,44
1997,IA,Living with dependent person,Aged and disabled,726,968,242,242
1997,IA,Living with dependent person,Blind,748,1012,264,286
1997,IA,Family life or boarding home,,546.2,1112.4,62.2,386.4
1997,IA,Living with dependent person in household of another,Aged and disabled,564.67,726,242,242
1997,IA,Living with dependent person in household of another,Blind,586.67,770,264,286
1997,IA,Residential-care,(1/3 reduction in Federal benefit rate applies),736.74,N/A,252.74,N/A
1997,IA,In-home health care,,898.11,1554.22,414.11,828.22
1997,KY,Personal-care facility,,818,N/A,334,N/A
1997,KY,Family care home,,623,N/A,139,N/A
1997,KY,Caretaker in home,,517,798,33,72
1997,LA,Medicaid facility,,38,76,8,16
1997,ME,Living alone or with others,,494,741,10,15
1997,ME,Living in the household of another,,330.67,496,8,12
1997,ME,Foster home,,533,999,49,273
1997,ME,Flat rate boarding home,,701,1316,217,590
1997,ME,Cost reimbursement boarding home,,703,1347,219,621
1997,ME,Medicaid facility,,40,80,10,20
1997,MD,Care Home,Minimal supervision,550,N/A,66,N/A
1997,MD,Care Home,Moderate supervision,659,N/A,175,N/A
1997,MD,Care Home,Extensive supervision,947,N/A,463,N/A
1997,MD,Care Home,Specialized and intensive services,1150,N/A,666,N/A
1997,MD,DOMCARE,,654,N/A,170,N/A
1997,MA,Living independently,Aged,610.32,922.72,126.32,196.72
1997,MA,Living independently,Blind,633.74,1267.48,149.74,541.48
1997,MA,Living independently,Disabled,595.89,901.06,111.89,175.06
1997,MA,Shared living expenses,Aged,520.76,922.72,36.76,196.72
1997,MA,Shared living expenses,Blind,633.74,1267.48,149.74,541.48
1997,MA,Shared living expenses,Disabled,511.9,901.06,27.9,175.06
1997,MA,Living in household of another,Aged,424.53,694.8,101.86,210.8
1997,MA,Living in household of another,Blind,633.74,1267.48,311.07,783.48
1997,MA,Living in household of another,Disabled,407.75,673.18,85.08,189.18
1997,MA,Licensed rest home,Aged and disabled,777,1554,293,828
1997,MA,Licensed rest home,Blind,633.74,1267.48,149.74,541.48
1997,MA,Medicaid facility,,65,130,35,70
1997,MI,Living independently,,498,754,14,28
1997,MI,Living in household of another,,332,502.66,9.33,18.66
1997,MI,Domiciliary-care,,571,1142,87,416
1997,MI,Personal-care,,641.5,1283,157.5,557
1997,MI,Home for the aged,,663.3,1326.6,179.3,600.6
1997,MI,Living independently with essential person,,740,989,14,21
1997,MI,Living in household of another with essential person,,493.33,659.34,9.33,14
1997,MI,Medicaid facility,,37,74,7,14
1997,MN,Living independently,Entitlement prior to 1994,565,852,81,126
1997,MN,Living independently,Entitlement 1994 or later,565,837,81,111
1997,MN,Living in household of another,Entitlement prior to 1994,432.67,828,110,344
1997,MN,Living in household of another,Entitlement 1994 or later,432.67,565,110,81
1997,MN,Nonmedicalgroup residential facility,,1178.37,N/A,694.37,N/A
1997,MN,Medicaid facility,,63,126,33,66
1997,MO,Licensed residential-care facility,I,635,1028,151,302
1997,MO,Licensed residential-care facility,II,766,1290,282,564
1997,MO,Licensed intermediate care or skilled nursing home,,859,1476,375,750
1997,MO,Aid to the blind,,N/A,N/A,373,746
1997,MT,Personal-care facilities,,578,919,94,193
1997,MT,Group home for mentally disabled,,578,919,94,193
1997,MT,Community home for physically or developmentally disabled,,578,919,94,193
1997,MT,Child and adult foster care,,536.75,836.5,52.75,110.5
1997,MT,Transitional living services for developmentally disabled,,510,783,26,57
1997,NE,Living independently,,492,729,8,3
1997,NE,Living with an essential person,,729,N/A,3,N/A
1997,NE,Room and board facility,,423,846,100.33,362
1997,NE,Licensed domiciliary facility,,655,1310,171,584
1997,NE,Certified adult family home,,615,1230,131,504
1997,NE,Licensed residential-care facility,,730,1460,246,734
1997,NE,Licensed group home for children or child caring agency,,575,N/A,91,N/A
1997,NE,Medicaid facility,,40,80,10,20
1997,NV,Living independently,Aged,520.4,800.46,36.4,74.46
1997,NV,Living independently,Blind,593.3,1100.6,109.3,374.6
1997,NV,Living in household of another,Aged,346.94,533.64,24.27,49.64
1997,NV,Living in household of another,Blind,536.63,1015.94,213.96,531.94
1997,NV,Domiciliary care,Aged and blind,795,1509,311,783
1997,NH,Living independently,,511,747,27,21
1997,NH,Living with an essential person,,N/A,981,N/A,13
1997,NH,Residential care facility for adults,,691,1382,207,414
1997,NH,Enhanced family care facilities,,691,1382,207,414
1997,NH,Community residences,Nonsubsidized,633,1266,149,298
1997,NH,Community residences,Subsidized,573,1146,89,178
1997,NH,Medicaid facility,,40,80,10,20
1997,NJ,Licensed residential facility,,634.05,1249.36,150.05,523.36
1997,NJ,Living alone or with others,,515.25,751.36,31.25,25.36
1997,NJ,Living alone with an ineligible spouse,,751.36,6,7,0
1997,NJ,Living with essential person,,751.36,6,7,9
1997,NJ,Living in household of another,,3,5,.,.
1997,NJ,Medicaid facility,,9,8,N/A,N/A
1997,NM,Licensed adult residential care home,,584,926,100,200
1997,NY,Living alone,,570,828.5,86,102.5
1997,NY,Living with others,,507,771,23,45
1997,NY,Congregate care I,Areas A and B,750.48,1500.96,266.48,774.96
1997,NY,Congregate care I,Area C,712.48,1424.96,228.48,698.96
1997,NY,Congregate care II,Areas A and B,919,1838,435,1112
1997,NY,Congregate care II,Area C,889,1778,405,1052
1997,NY,Congregate care III,Area A,966.96,1933.92,482.96,1207.92
1997,NY,Congregate care III,Areas B and C,942.96,1885.92,458.96,1159.92
1997,NY,Living in household of another,,345.67,529,23,45
1997,NY,Medicaid facilitys,,35,70,5,10
1997,NC,Adult Care Home,Basic,905,N/A,421,N/A
1997,NC,Adult Care Home,Disenfranchised-ambulatory,1006,N/A,522,N/A
1997,NC,Adult Care Home,Disenfranchised-semi-ambulatory,1048,N/A,564,N/A
1997,NC,Blind ineligible for SSI,Not paying shelter/utilities,N/A,N/A,97,194
1997,NC,Blind ineligible for SSI,Paying shelter/utilities,N/A,N/A,146,243
1997,OH,Adult foster homes,,890,1685,406,959
1997,OH,Adult family homes,,890,1685,406,959
1997,OH,Apartment or room,Community Mental Health Program,690,1285,206,559
1997,OH,Community alternative home,,890,1685,406,959
1997,OH,Group homes,,990,1885,506,1159
1997,OH,Residential Care Facility,,990,1885,506,1159
1997,OK,Living independently,,537,832,53,106
1997,OR,Living independently,Aged and disabled,485.7,726,1.7,0
1997,OR,Living independently,Blind,510.7,751.6,26.7,25.6
1997,OR,Living with an ineligible spouse,Aged and disabled,485.7,N/A,1.7,N/A
1997,OR,Living with an ineligible spouse,Blind,510.7,N/A,26.7,N/A
1997,OR,Living with essential person,Blind,751.6,N/A,25.6,N/A
1997,OR,Living in household of another,Aged and disabled,324.37,484,1.7,0
1997,OR,Living in household of another,Blind,349.37,509.6,26.7,25.6
1997,OR,Adult foster/residential care,Aged and disabled,485.7,922.4,1.7,196.4
1997,OR,Adult foster/residential care,Blind,510.7,972.4,26.7,246.4
1997,OR,Room and board,Aged and disabled,485.7,922.4,1.7,196.4
1997,OR,Room and board,Blind,510.7,972.4,26.7,246.4
1997,PA,Living alone,,511.4,769.7,27.4,43.7
1997,PA,Living in household of another,,350.07,27.4,769.7,43.7
1997,PA,Living with an essential person,,527.7,43.7,1036.05,68.05
1997,PA,Living with an essential person in household of another,,527.7,713.38,43.7,68.05
1997,PA,Domiciliary-care facility for adults,,813.3,1463.4,329.3,737.4
1997,PA,Personal-care boarding home,,818.3,1473.4,334.3,747.4
1997,RI,Living alone,,548.35,846.5,64.35,120.5
1997,RI,Living in household of another,,397.27,620.5,74.6,136.5
1997,RI,Shelter care facility,,816,N/A,332,N/A
1997,RI,Medicaid facility,,40,80,10,20
1997,SC,Licensed residential-care facility,,753,N/A,269,N/A
1997,SD,Living independently,,499,741,15,15
1997,SD,Assisted living facility,,734,N/A,250,N/A
1997,SD,Adult foster-care,,636,N/A,152,N/A
1997,UT,Living alone or with others,,484,4.6,0,3.13
1997,UT,Living in the household of another,,730.6,325.8,493.73,9.73
1997,VT,Living independently,,538.91,829.12,54.91,103.12
1997,VT,Living in the household of another,,359.22,528.93,36.55,44.93
1997,VT,Level III-residential care home,,732.45,1287.47,248.45,561.47
1997,VT,Level IV-residential care home,,692.28,1248.75,208.28,522.75
1997,VT,Custodial-carefamily home,,575.79,1035.54,91.79,309.54
1997,VT,Medicaid facility,,45,90,15,30
1997,VT,Living independently with an essential person,,829.12,1002.86,345.12,276.86
1997,VT,In the household of another with ineligible spouse who is an essential person,,538.91,N/A,216.24,N/A
1997,VA,Adult Care Residence,Planning district 8,839,1678,355,952
1997,VA,Adult Care Residence,All other areas,735,1470,251,744
1997,VA,Adult family care,Planning district 8,592,1184,108,458
1997,VA,Adult family care,All other areas,520,1040,36,314
1997,WA,Living independently,Area 1,512,748,28,22
1997,WA,Living independently,Area 2,491.55,726,7.55,0
1997,WA,Living with ineligible spouse,Area 1,652.2,N/A,168.2,N/A
1997,WA,Living with ineligible spouse,Area 2,622.25,N/A,138.25,N/A
1997,WA,Living in household of another,,328.48,490.3,5.81,6.3
1997,WA,Living in household of another with ineligible spouse,,426.43,N/A,103.76,N/A
1997,WA,Living with one essential person,Area 1,748,N/A,0,N/A
1997,WA,Living with one essential person,Area 2,726,N/A,22,N/A
1997,WA,Living in household of another with one essential person,,490.3,N/A,6.3,N/A
1997,WA,Medicaid facility,,41.62,83.24,11.62,23.24
1997,WI,Living independently,,567.78,858.05,83.78,132.05
1997,WI,Living in household of another,,406.45,616.05,83.78,132.05
1997,WI,Living independently with an ineligible spouse,,614.43,N/A,130.43,N/A
1997,WI,Living in household of another with ineligible spouse,,457.72,N/A,135.05,N/A
1997,WI,Private nonmedical group home or natural residential settings,,663.77,1203.41,179.77,477.41
1997,WI,Living independently with an essential person,(nonspouse),809.78,1100.05,83.78,132.05
1997,WI,Living in household of another with an essential person,(nonspouse),567.78,858.05,83.78,132.05
1997,WI,Living independently with an ineligible spouse who is an essential person,,856.43,N/A,130.43,N/A
1997,WI,Living in household of another with an ineligible spouse who is an essential person,,619.05,N/A,135.05,N/A
1997,WY,Living independently,,493.7,750.6,9.7,24.6
1997,WY,Living in the household of another,,335.8,513.74,13.13,29.74
