year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
1990,FL,Community care program (Adult foster care),Normal/Minimal,583,0,197,0
1990,FL,Community care program (Adult foster care),Moderate,583,0,197,0
1990,FL,Adult congregate living facilities,,583,0,197,0
1990,FL,Foster home,Minimal,458,0,72,0
1990,FL,Foster home,Moderate,477,0,91,0
1990,FL,Foster home,Intensive,494,0,108,0
1990,FL,Long-term residential care program for the disabled (Small group home),Minimal,641,0,255,0
1990,FL,Long-term residential care program for the disabled (Small group home),Moderate,659,0,273,0
1990,FL,Long-term residential care program for the disabled (Small group home),Intensive,683,0,297,0
1990,FL,Large group home/Residential habilitation center,Mild/moderate disability,556,0,170,0
1990,FL,Large group home/Residential habilitation center,Severe/disruptive behavior,577,0,191,0
1990,FL,Large group home/Residential habilitation center,Deaf/blind/nonambulatory,589,0,203,0
1990,FL,Large group home/Residential habilitation center,Combination of B and C,600,0,214,0
1990,FL,Large group home/Residential habilitation center,Any combination above,612,0,226,0
1990,FL,Medicaid facility,,35,70,5,10
1990,HI,Living independently,,390.9,587.8,4.9,8.8
1990,HI,Domiciliary Care,I,650.9,1301.8,264.9,722.8
1990,HI,Domiciliary Care,II,735.9,1471.8,349.9,892.8
1990,HI,Domiciliary Care,III,837.9,1675.8,451.9,1096.8
1990,ID,Living independently,,459,624,73,45
1990,ID,Living with essential person,,624,0,45,0
1990,ID,Room and board facility,,511,1022,125,443
1990,ID,Hotel-rented room,,459,624,73,45
1990,ID,Licensed shelter home,,638,1276,252,697
1990,ID,Unlicensed shelter home,,403,806,17,227
1990,ID,Adult foster care home,,569,1038,183,459
1990,ID,Specialized shelter home,,751,1512,365,933
1990,ID,Semi-independent group residential facility,,565,1130,179,551
1990,IN,Licensed residential facility,,789,0,403,0
1990,IA,Living independently,Blind,408,623,22,44
1990,IA,Living in household of another,Blind,279.34,430,22,44
1990,IA,Living with dependent person,Aged and disabled,579,772,193,193
1990,IA,Living with dependent person,Blind,601,816,215,237
1990,IA,Family life or boarding home,,448.2,916.4,62.2,337.4
1990,IA,Living with dependent person in household of another,Aged and disabled,450.34,579,193,193
1990,IA,Living with dependent person in household of another,Blind,472.34,623,215,237
1990,IA,Family life or boarding home,(1/3 reduction in Federal benefit rate applies),319.54,723.4,62.2,337.4
1990,IA,Residential-care,,623.81,0,237.81,0
1990,IA,In-home health care,,754.07,1315.14,368.07,736.14
1990,KY,Personal-care facility,,595,0,209,0
1990,KY,Family care home,,484,0,98,0
1990,KY,Caretaker in home,,417,647,31,68
1990,LA,Medicaid facility,,38,76,8,16
1990,ME,Living alone or with others,,396,594,10,15
1990,ME,Living in the household of another,,265.34,398,8,12
1990,ME,Foster home,,450,875,64,296
1990,ME,Flat rate boarding home,,570,1104,184,525
1990,ME,Cost reimbursement boarding home,,620,1223,234,644
1990,ME,Medicaid facility,,40,80,10,20
1990,MD,Care Home,Minimal supervision,457.75,0,71.75,0
1990,MD,Care Home,General supervision,584.75,0,198.75,0
1990,MD,Care Home,Special services,1063.75,0,677.75,0
1990,MD,DOMCARE,,604.75,0,218.75,0
1990,MA,Living independently,Aged,514.82,780.72,128.82,201.72
1990,MA,Living independently,Blind,535.74,1071.48,149.74,492.48
1990,MA,Living independently,Disabled,500.39,759.06,114.39,180.06
1990,MA,Shared living expenses,Aged,425.26,780.72,39.26,201.72
1990,MA,Shared living expenses,Blind,535.74,1071.48,149.74,492.48
1990,MA,Shared living expenses,Disabled,416.4,759.06,30.4,180.06
1990,MA,Living in household of another,Aged,361.7,601.8,104.36,215.8
1990,MA,Living in household of another,Blind,535.74,1071.48,278.4,685.48
1990,MA,Living in household of another,Disabled,344.92,580.18,87.58,194.18
1990,MA,Licensed rest home,Aged and disabled,557.58,1084.16,171.58,505.16
1990,MA,Licensed rest home,Blind,535.74,1071.48,149.74,492.48
1990,MA,Medicaid facility,,72.8,145.6,42.8,85.6
1990,MI,Living independently,,416.2,624.3,30.2,45.3
1990,MI,Living in household of another,,278.34,417.5,21,31.5
1990,MI,Domiciliary-care,,473,946,87,367
1990,MI,Personal-care,,543.5,1087,157.5,508
1990,MI,Home for the aged,,565.3,1130.6,179.3,551.6
1990,MI,Living independently with essential person,,609.2,817.3,30.2,45.3
1990,MI,Living in household of another with essential person,,407,546.17,21,31.5
1990,MI,Medicaid facility,,37,74,7,14
1990,MN,Living independently,,461,667,75,88
1990,MN,Living in household of another,,316.67,544.66,59.33,158.66
1990,MN,Nonmedical group residential facility,,386,0,0,0
1990,MN,Medicaid facility,,49,98,19,38
1990,MO,Licensed residential-care facility,I,532,871,146,292
1990,MO,Licensed residential-care facility,II,659,1125,273,546
1990,MO,Licensed intermediate care or skilled nursing home,,750,1307,364,728
1990,MO,Aid to the blind,,0,0,297,594
1990,MT,Personal-care facilities,,480,772,94,193
1990,MT,Group home for mentally disabled,,480,772,94,193
1990,MT,Community home for physically or developmentally disabled,,480,772,94,193
1990,MT,Child and adult foster care,,438.75,689.5,52.75,110.5
1990,MT,Transitional living services for developmentally disabled,,412,636,26,57
1990,NE,Living independently,,423.5,644,37.5,65
1990,NE,Living with an essential person,,644,0,65,0
1990,NE,Room and board facility,,389.5,770,3.5,191
1990,NE,Licensed domiciliary facility,,471.5,934,85.5,355
1990,NE,Certified adult family home,,466.5,924,80.5,345
1990,NE,Licensed residential-care facility,,496.5,984,110.5,405
1990,NE,Licensed group home for children or child caring agency,,466.5,0,80.5,0
1990,NE,Center for developmentally disabled,,444.5,0,58.5,0
1990,NE,Medicaid facility,,35,70,5,10
1990,NV,Living independently,Aged,422.4,653.46,36.4,74.46
1990,NV,Living independently,Blind,495.3,953.6,109.3,374.6
1990,NV,Living in household of another,Aged,281.61,435.64,24.27,49.64
1990,NV,Living in household of another,Blind,471.3,917.94,213.96,531.94
1990,NV,Domiciliary care,Aged and blind,662.4,1287.8,276.4,708.8
1990,NH,Living independently,,413,600,27,21
1990,NH,Living with an essential person,,0,785,0,13
1990,NH,Shared home for adults,,653,1306,267,534
1990,NH,Community residences,,595,1190,196,392
1990,NH,Medicaid facility,,40,80,10,20
1990,NJ,Licensed residential facility,,536.05,1053.36,150.05,474.36
1990,NJ,Living alone or with others,,417.25,604.36,31.25,25.36
1990,NJ,Living alone with an ineligible spouse,,604.36,0,218.36,0
1990,NJ,Living with essential person,,604.36,0,25.36,0
1990,NJ,Living in household of another,,301.65,479.09,44.31,93.09
1990,NJ,Medicaid facility,,40,80,10,20
1990,NM,Licensed adult residential care home,,472,751,86,172
1990,NY,Living alone,,472,681.5,86,102.5
1990,NY,Living with others,,409,624,23,45
1990,NY,Congregate care I,Areas A and B,634.96,1269.92,248.96,690.92
1990,NY,Congregate care I,Area C,596.96,1193.92,210.96,614.92
1990,NY,Congregate care II,Areas A and B,821,1642,435,1063
1990,NY,Congregate care II,Area C,791,1582,405,1003
1990,NY,Congregate care III,Area A,868.96,1737.92,482.96,1158.92
1990,NY,Congregate care III,Areas B and C,844.96,1689.92,458.96,1110.92
1990,NY,Living in household of another,,280.34,431,23,45
1990,NY,Medicaid facility,,35,70,5,10
1990,NC,Domiciliary care,(Ambulatory),724,1135,338,556
1990,NC,Domiciliary care,(Semi-ambulatory),760,1171,374,592
1990,NC,Blind ineligible for SSI,Not paying shelter/utilities,0,0,97,194
1990,NC,Blind ineligible for SSI,Paying shelter/utilities,0,0,146,243
1990,OH,Adult family home,,450,900,64,321
1990,OH,Group homes,,550,1100,164,521
1990,OH,Rest homes,,550,1100,164,521
1990,OK,Living independently,,450,707,64,128
1990,OR,Living independently,Aged and disabled,387.7,579,1.7,0
1990,OR,Living independently,Blind,412.7,604.6,26.7,25.6
1990,OR,Living with an ineligible spouse,Aged and disabled,387.7,0,1.7,0
1990,OR,Living with an ineligible spouse,Blind,412.7,0,26.7,0
1990,OR,Living with essential person,Blind,604.6,0,25.6,0
1990,OR,Living in household of another,Aged and disabled,259.04,386,1.7,0
1990,OR,Living in household of another,Blind,281.04,411.6,26.7,25.6
1990,OR,Adult foster/residential care,Aged and disabled,387.7,775.4,1.7,196.4
1990,OR,Adult foster/residential care,Blind,412.7,825.4,26.7,246.4
1990,OR,Room and board,Aged and disabled,387.7,775.4,1.7,196.4
1990,OR,Room and board,Blind,412.7,825.4,26.7,246.4
1990,PA,Living alone,,418.4,627.7,32.4,48.7
1990,PA,Living in household of another,,289.74,434.7,32.4,48.7
1990,PA,Living with an essential person,,627.7,845.05,48.7,73.05
1990,PA,Living with an essential person in household of another,,434.7,587.72,48.7,73.05
1990,PA,Living in domiciliary-care facility or personal-care boarding home,,533.3,952.4,147.3,373.4
1990,RI,Living alone,,450.35,699.5,64.35,120.5
1990,RI,Living in household of another,,331.94,522.5,74.6,136.5
1990,RI,Medicaid facility,,40,80,10,20
1990,SC,Licensed residential-care facility,,612,1224,226,645
1990,SD,Living independently,,401,594,15,15
1990,SD,Supervised personal-care facility,,559,0,173,0
1990,SD,Adult foster-care,,494,0,108,0
1990,UT,Living alone or with others,,392,591,6,12
1990,VT,Living independently,,449.1,693.8,63.1,114.8
1990,VT,Living in the household of another,,299.34,439.4,42,53.4
1990,VT,Custodial-care,Licensed home with limited nursing care,637,1138.8,251,559.8
1990,VT,Custodial-care,Licensed community care home,598,1101.2,212,522.2
1990,VT,Custodial-care,Family home,484.9,894.2,98.9,315.2
1990,VT,Medicaid facility,,45,90,15,30
1990,VT,Living independently with an essential person,,693.8,871.64,307.8,292.64
1990,VT,Living in the household of another with ineligible spouse who is an essential person,,449.1,0,191.76,0
1990,VA,Licensed home for adults,Planning district 8,703,1406,317,827
1990,VA,Licensed home for adults,All other areas,616,1232,230,653
1990,VA,Adult family care,Planning district 8,530,1060,144,481
1990,VA,Adult family care,All other areas,465,930,79,351
1990,WA,Living independently,Area 1,414,601,28,22
1990,WA,Living independently,Area 2,393.55,579,7.55,0
1990,WA,Living with ineligible spouse,Area 1,578,0,192,0
1990,WA,Living with ineligible spouse,Area 2,546.15,0,160.15,0
1990,WA,Living in household of another,,263.15,392.3,5.81,6.3
1990,WA,Living in household of another with ineligible spouse,,376.97,0,119.63,0
1990,WA,Living with one essential person,Area 1,601,0,22,0
1990,WA,Living with one essential person,Area 2,579,0,0,0
1990,WA,Living in household of another with one essential person,,392.3,0,6.3,0
1990,WA,Medicaid facility,,41.62,83.24,11.62,23.24
1990,WI,Living independently,,488.72,744.86,102.72,165.86
1990,WI,Living in household of another,,360.06,551.86,102.72,165.86
1990,WI,Living independently with an ineligible spouse,,540.08,0,154.08,0
1990,WI,Living in household of another with ineligible spouse,,411.42,0,154.08,0
1990,WI,Private nonmedical group home or supported living arrangements,,589.16,1098.02,203.16,519.02
1990,WI,Living independently with an essential person,(nonspouse),681.72,937.86,102.72,165.86
1990,WI,Living in household of another with an essential person,(nonspouse),488.72,680.53,102.72,165.86
1990,WI,Living independently with an ineligible spouse who is an essential person,,733.08,0,154.08,0
1990,WI,Living in household of another with an ineligible spouse who is an essential person,,540.08,0,154.08,0
1990,WY,Living independently,,406,619,20,40
1990,WY,Living in the household of another,,277.34,426,20,40
