year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
1999,IA,In-home health care,,958.2,1667.32,458.2,916.32
1999,KY,Personal-care facility,,894,0,394,0
1999,KY,Family care home,,639,0,139,0
1999,KY,Caretaker in home,,533,823,33,72
1999,LA,Medicaid facility,,38,76,8,16
1999,ME,Living alone or with others,,510,766,10,15
1999,ME,Living in the household of another,,341.34,512.67,8,12
1999,ME,Foster home,,549,1024,49,273
1999,ME,Flat rate boarding home,,717,1341,217,590
1999,ME,Cost reimbursement boarding home,,719,1372,219,621
1999,ME,Medicaid facility,,40,80,10,20
1999,MD,Care Home,Minimal supervision,566,-,66,-
1999,MD,Care Home,Moderate supervision,675,-,175,-
1999,MD,Care Home,Extensive supervision,963,-,463,-
1999,MD,Care Home,Specialized and intensive services,1166,-,666,-
1999,MD,DomCare,,684,-,184,-
1999,MA,Living independently,Aged,628.82,952.72,128.82,201.72
1999,MA,Living independently,Blind,649.74,1299.48,149.74,548.48
1999,MA,Living independently,Disabled,614.39,931.06,114.39,180.06
1999,MA,Shared living expenses,Aged,539.26,952.72,39.26,201.72
1999,MA,Shared living expenses,Blind,649.74,1299.48,149.74,548.48
1999,MA,Shared living expenses,Disabled,530.4,931.06,30.4,180.06
1999,MA,Living in household of another,Aged,437.7,716.48,104.36,215.81
1999,MA,Living in household of another,Blind,649.74,1299.48,316.4,798.81
1999,MA,Living in household of another,Disabled,420.92,694.86,87.58,194.19
1999,MA,Licensed rest home,Aged and disabled,793,1586,293,835
1999,MA,Licensed rest home,Blind,649.74,1299.48,149.74,548.48
1999,MA,Medicaid facility,,65,130,35,70
1999,MA,Assisted living,,954,1432,454,681
1999,MI,Living independently,,514,779,14,28
1999,MI,Living in household of another,,342.67,519.33,9.33,18.66
1999,MI,Domiciliary care,,587,1174,87,423
1999,MI,Personal care,,657.5,1315,157.5,564
1999,MI,Home for the aged,,679.3,1358.6,179.3,607.6
1999,MI,Living independently with essential person,,764,1022,14,21
1999,MI,Living in household of another with essential person,,509.33,681.34,9.33,14
1999,MI,Medicaid facility,,37,74,7,14
1999,MN,Living independently,Entitlement prior to 1994,581,877,81,126
1999,MN,Living independently,Entitlement 1994 or later,581,862,81,111
1999,MN,Living in household of another,Entitlement prior to 1994,443.34,844.67,110,344
1999,MN,Living in household of another,Entitlement 1994 or later,443.34,581.67,110,81
1999,MN,Nonmedicalgroup residential facility,,1203.37,N/A,703.37,N/A
1999,MN,Medicaid facility,,65,130,35,70
1999,MO,Licensed residential care facility,I,654,1059,154,308
1999,MO,Licensed residential care facility,II,788,1327,288,576
1999,MO,Licensed intermediate care or skilled nursing home,,883,1517,383,766
1999,MO,Aid to the blind,,N/A,N/A,383,766
1999,MT,Personal care facilities,,594,944,94,193
1999,MT,Group home for mentally disabled,,594,944,94,193
1999,MT,Community home for physically or developmentally disabled,,594,944,94,193
1999,MT,Child and adult foster care,,552.75,861.5,52.75,110.5
1999,MT,Transitional for developmentally disabled living services,,526,808,26,57
1999,NE,Living independently,,527,764,27,13
1999,NE,Living with an essential person,,764,N/A,14,N/A
1999,NE,Room and board facility,,463,886,129.66,385.33
1999,NE,Certified adult family home,,665,1330,165,579
1999,NE,Licensed assisted living facility,,790,1580,290,829
1999,NE,Licensed group home for children or child caring agency,,630,N/A,130,N/A
1999,NE,Medicaid facility,,40,80,10,20
1999,NV,Living independently,Aged,536.4,825.46,36.4,74.46
1999,NV,Living independently,Blind,609.3,1125.6,109.3,374.6
1999,NV,Living in household of another,Aged,357.61,550.31,24.27,49.64
1999,NV,Living in household of another,Blind,547.3,1032.61,213.96,531.94
1999,NV,Domiciliary care,Aged and blind,829.66,1580.98,329.66,829.98
1999,NH,Living independently,,527,772,27,21
1999,NH,Living with an essential person,,N/A,1014,N/A,13
1999,NH,Residential care facility for adults,,707,1414,207,414
1999,NH,Enhanced family care facilities,,707,1414,207,414
1999,NH,Community residences,Nonsubsidized,649,1298,149,298
1999,NH,Community residences,Subsidized,589,1178,89,178
1999,NH,Medicaid facility,,40,80,10,20
1999,NJ,Congregate care,,650.05,1281.36,150.05,530.36
1999,NJ,Living alone or with others,,531.25,776.36,31.25,25.36
1999,NJ,Living alone with an ineligible spouse,,772.36,N/A,272.36,N/A
1999,NJ,Living with essential person,,776.36,N/A,26.36,N/A
1999,NJ,Living in household of another,,377.65,593.76,44.31,93.09
1999,NJ,Medicaid facility,,40,80,10,20
1999,NM,Licensed adult residential care home,,600,951,100,200
1999,NY,Living alone,,587,855,87,104
1999,NY,Living with others,,523,797,23,46
1999,NY,Congregate care I,Areas A and B,766.48,1532.96,266.48,781.96
1999,NY,Congregate care I,Area C,728.48,1456.96,228.48,705.96
1999,NY,Congregate care II,Areas A and B,935,1870,435,1119
1999,NY,Congregate care II,Area C,905,1810,405,1059
1999,NY,Congregate care III,Area A,982.96,1965.92,482.96,1214.92
1999,NY,Congregate care III,Areas B and C,958.96,1917.92,458.96,1166.92
1999,NY,Living in household of another,,356.34,546.67,23,46
1999,NY,Medicaid facility,,35,70,5,10
1999,NC,Adult care home,Basic,930,0,430,0
1999,NC,Adult care home,Disenfranchised-ambulatory,1012,0,512,0
1999,NC,Adult care home,Disenfranchised-semi-ambulatory,1054,0,554,0
1999,NC,Blind ineligible for SSI,Not paying shelter/utilities,597,945,97,194
1999,NC,Blind ineligible for SSI,Paying shelter/utilities,646,994,146,243
1999,ND,Licensed basic care Basic Care Facility,,1285,0,785,0
1999,OH,Adult family/foster home,,956,1810,456,1059
1999,OH,Adult community mental health housing,,756,1410,256,659
1999,OH,Adult community alternative home,Community Mental Health Program,956,1810,456,1059
1999,OH,Adult group home,,1056,2010,556,1259
1999,OH,Adult residential care facility,,1056,2010,556,1259
1999,OH,Adult residential facility,,956,1810,456,1059
1999,OK,Living independently,,553,857,53,106
1999,OR,Living independently,Aged and disabled,501.7,751,1.7,0
1999,OR,Living independently,Blind,526.7,776.6,26.7,25.6
1999,OR,Living with an ineligible spouse,Aged and disabled,501.7,N/A,1.7,N/A
1999,OR,Living with an ineligible spouse,Blind,526.7,N/A,26.7,N/A
1999,OR,Living with essential person,Blind,775.6,N/A,25.6,N/A
1999,OR,Living in household,Aged and disabled,335.04,500.67,1.7,0
1999,OR,Living in household,Blind,360.04,526.27,26.7,25.6
1999,OR,Adult foster/residential,Aged and disabled,501.7,947.4,1.7,196.4
1999,OR,Adult foster/residential,Blind,526.7,997.4,26.7,246.4
1999,OR,Room and board,Aged and disabled,501.7,947.4,1.7,196.4
1999,OR,Room and board,Blind,526.7,997.4,26.7,246.4
1999,PA,Living alone,,527.4,794.7,27.4,43.7
1999,PA,Living in household of another,,360.74,544.37,27.4,43.7
1999,PA,Living with an essential person,,793.7,1069.05,43.7,68.05
1999,PA,Living with an essential person in household of another,,543.3,735.39,43.7,68.05
1999,PA,Domiciliary care facility for adults,,829.3,1488.4,329.3,737.4
1999,PA,Personal care home,,834.3,1498.4,334.3,747.4
1999,RI,Living alone,,564.35,871.5,64.35,120.5
1999,RI,Living in household of another,,407.94,637.17,74.6,136.5
1999,RI,Residential care/assisted living,,1082,0,582,0
1999,RI,Medicaid facility,,40,80,10,20
1999,SC,Licensed residential care facility,,811,0,311,0
1999,SD,Living independently,,515,766,15,15
1999,SD,Assisted living facility,,934,0,434,0
1999,SD,Adult foster care,,730,0,230,0
1999,UT,Living alone or with others,,500,755.6,0,4.6
1999,UT,Living in the household of another,,336.47,510.4,3.13,9.73
1999,VT,Living independently,,554.91,854.12,54.91,103.12
1999,VT,Living in the household of another,,369.89,545.6,36.55,44.93
1999,VT,Level III-residential care home,,748.45,1312.47,248.45,561.47
1999,VT,Level IV-residential care home,,708.28,1273.75,208.28,522.75
1999,VT,Custodial carefamily home,,591.79,1060.54,91.79,309.54
1999,VT,Medicaid facility,,45,90,15,30
1999,VT,Living independently with an essential person ,,832.12,1029.86,353.12,278.86
1999,VT,Living in the household of another with an ineligible spouse who is essential person ,,552.91,0,219.57,0
1999,VA,Adult care residence,Planning district 8,913,1826,413,1075
1999,VA,Adult care residence,All other areas,801,1602,301,851
1999,VA,Adult family care,Planning district 8,638,1276,138,525
1999,VA,Adult family care,All other areas,562,1124,62,373
1999,WA,Living independently,Area 1,527,772,27,21
1999,WA,Living independently,Area 2,506.55,751,6.55,0
1999,WA,Living with ineligible spouse,Area 1,667.2,N/A,167.2,N/A
1999,WA,Living with ineligible spouse,Area 2,637.25,N/A,137.25,N/A
1999,WA,Living in household of another,,338.15,505.97,4.81,5.3
1999,WA,Living in household  of another with ineligible spouse ,,436.1,N/A,102.76,N/A
1999,WA,Living with one essential person,Area 1,771,N/A,21,N/A
1999,WA,Living with one essential person,Area 2,750,N/A,0,N/A
1999,WA,Living in household of another with one essential person ,,505.3,N/A,5.3,N/A
1999,WA,Medicaid facility,,41.62,83.24,11.62,23.24
1999,WI,Living independently,,583.78,883.05,83.78,132.05
1999,WI,Living in household of another,,417.12,632.72,83.78,132.05
1999,WI,Living independently with an ineligible spouse,,630.43,N/A,130.43,N/A
1999,WI,Living in household of another with ineligible spouse,,468.39,N/A,135.05,N/A
1999,WI,Private nonmedical group home or natural residential settings,,679.77,1228.41,179.77,477.41
1999,WI,Living independently with an essential person,(nonspouse),833.78,1133.05,83.78,132.05
1999,WI,Living in household of another with an essential person,(nonspouse),583.78,799.39,83.78,132.05
1999,WI,Living independently with an ineligible spouse who is an essential person,,880.43,N/A,130.43,N/A
1999,WI,Living in household of another with an ineligible spouse who is an essential person,,635.05,N/A,135.05,N/A
1999,WY,Living independently,,509.7,775.6,9.7,24.6
1999,WY,Living in the household of another,,346.47,530.41,13.13,29.74
