year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
2004,IA,Family life or boarding home,(1/3 reduction in Federal benefit rate applies),518,1150,142,586
2004,IA,Residential care,,856,...,292,...
2004,IA,In-home health care,,1044.55,1807.1,480.55,961.1
2004,KY,Personal-care facility,,1004,...,440,...
2004,KY,Family care home,,736,...,172,...
2004,KY,Caretaker in home,,626,961,62,115
2004,LA,Medicaid facility,,38,76,8,16
2004,ME,Living alone or with others,,574,861,10,15
2004,ME,Living in the household of another,,384,576,8,12
2004,ME,Fost home,,613,1119,49,273
2004,ME,Flate rate boarding home,,781,1436,217,590
2004,ME,Cost reimbursement boarding home,,798,1482,234,636
2004,ME,Medicaid facility,,40,80,10,20
2004,MD,Care home,Minimal supervision,630,1260,66,132
2004,MD,Care home,Moderate supervision,739,1478,175,350
2004,MD,Care home,Extensive supervision,1027,2054,463,926
2004,MD,Care home,Specialized and intensive supervision,1230,2460,666,1332
2004,MD,Assisted living facility,,748,1496,184,368
2004,MA,Living independently,Aged,692.82,1047.72,128.82,201.72
2004,MA,Living independently,Blind,713.74,1427.48,149.74,581.48
2004,MA,Living independently,Disabled,678.39,1026.06,114.39,180.06
2004,MA,Shared living expenses,Aged,603.26,1047.72,39.26,201.72
2004,MA,Shared living expenses,Blind,713.74,1427.48,149.74,581.48
2004,MA,Shared living expenses,Disabled,594.4,1026.06,30.4,180.06
2004,MA,Living in household of another,Aged,480.36,779.8,104.36,215.8
2004,MA,Living in household of another,Blind,713.74,1427.48,337.74,863.48
2004,MA,Living in household of another,Disabled,463.58,758.18,87.58,194.18
2004,MA,Licensed rest home,Aged and disabled,857,1714,293,868
2004,MA,Licensed rest home,Blind,713.74,1427.48,149.74,581.48
2004,MA,Medicaid facility,,65,130,35,70
2004,MA,Assisted living facility,,1018,1527,454,681
2004,MI,Living independently,,578,874,14,28
2004,MI,Living in household of another,,385.33,582.66,9.33,18.66
2004,MI,Domiciliary care,,651,1302,87,456
2004,MI,Personal care facility,,721.5,1443,157.5,597
2004,MI,Home for the aged,,743.3,1486.6,179.3,640.6
2004,MI,Living independently with essential person,,860,1149,14,21
2004,MI,Living in household of another with essential person,,573.33,766,9.33,14
2004,MI,Medicaid facility,,37,74,7,14
2004,MN,Living independently,Entitlement prior to 1/1/94,645,952,81,106
2004,MN,Living independently,Entitlement 1/1/94 or later,645,957,81,111
2004,MN,Living in household of another,Entitlement prior to 1/1/94,487,889,111,325
2004,MN,Living in household of another,Entitlement 1/1/94 or later,487,645,111,81
2004,MN,Nonmedical group residential facility,,1141.36,...,557.36,...
2004,MN,Medicaid facility,,74,148,44,88
2004,MO,Licensed residential care facility,I,720,1158,156,312
2004,MO,Licensed residential care facility,II,856,1430,292,584
2004,MO,Licensed intermediate care or skilled nursing home,,954,1626,390,780
2004,MO,Aid to the blind,,1034,1786,470,940
2004,MT,Personal care facilities,,658,1039,94,193
2004,MT,Group home for the mentally ill or disabled,,658,1039,94,193
2004,MT,Community home for physically or developmentally disabled,,658,1039,94,193
2004,MT,Child and adult foster care,,616.75,956.5,52.75,110.5
2004,MT,Transitional living services for developmentally disabled,,590,903,26,57
2004,NE,Living independently,,576,857,12,11
2004,NE,Room and board facility,,499,798,123,234
2004,NE,Adult family home,,730,1460,166,614
2004,NE,Licensed center for developmentally disabled,,1010,2020,446,1174
2004,NE,Licensed group home for children or child caring agency,,666,...,102,...
2004,NE,Medicaid facility,,50,100,20,40
2004,NV,Living independently,Aged,600.4,920.46,36.4,74.46
2004,NV,Living independently,Blind,673.3,1220.6,109.3,374.6
2004,NV,Living in household of another,Aged,400.27,613.64,24.27,49.64
2004,NV,Living in household of another,Blind,589.96,1095.94,213.96,531.94
2004,NV,Domiciliary care,Aged and blind,914,1727,350,881
2004,NH,Living independently,,591,887,27,41
2004,NH,Living with an essential person,,...,1141,...,13
2004,NH,Residential care facility for adults,,771,1542,207,414
2004,NH,Enhanced family care facilities,,771,1542,207,414
2004,NH,Community residences,Non-subsidized,713,...,149,...
2004,NH,Community residences,Subsidized,653,...,89,...
2004,NH,Medicaid facility,,50,...,20,...
2004,NJ,Congregate care,,714.05,1409.36,150.05,563.36
2004,NJ,Living alone or with others,,595.25,871.36,31.25,25.36
2004,NJ,Living alone with an ineligible spouse,,871.36,...,307.36,...
2004,NJ,Living with essential person,,871.36,...,25.36,...
2004,NJ,Living in household of another,,420.31,657.09,44.31,93.09
2004,NJ,Medicaid facility,,40,80,10,20
2004,NM,Licensed adult residential care home,,664,1046,100,200
2004,NY,Living alone,,651,950,87,104
2004,NY,Living with others,,587,892,23,46
2004,NY,Congregate care I,Areas A and B,830.48,1660.96,266.48,814.96
2004,NY,Congregate care I,Area C,792.48,1584.96,228.48,738.96
2004,NY,Congregate care II,Areas A and B,999,1998,435,1152
2004,NY,Congregate care II,Area C,969,1938,405,1092
2004,NY,Congregate care III,Area A,1046.96,2093.92,482.96,1247.92
2004,NY,Congregate care III,Areas B and C,1022.96,2045.92,458.96,1199.92
2004,NY,Living in household of another,,339,610,23,46
2004,NY,Medicaid facility,,30,60,...,...
2004,NC,Adult care home,Basic,1112,?,548,?
2004,NC,Adult care home,Disenfranchised,1277,?,713,?
2004,NC,Blind ineligible for SSI,Not paying shelter and utilities,...,...,97,194
2004,NC,Blind ineligible for SSI,Paying shelter and utilities,...,...,146,243
2004,ND,Licensed basic care facility,,1672.6,3327.2,1108.6,2481.2
2004,OH,Adult family/foster home,,1070,2005,506,1159
2004,OH,Adult community mental health housing,,870,1605,306,759
2004,OH,Adult community alternative home,,1070,2005,506,1159
2004,OH,Adult group home,,1170,2205,606,1359
2004,OH,Residential care facility,,1170,2205,606,1359
2004,OH,Adult residential care facility,,1070,2005,506,1159
2004,OK,Living independently,,614,946,50,100
2004,OR,Living independently,Aged and disabled,565.7,846,1.7,...
2004,OR,Living independently,Blind,590.7,871.6,26.7,25.6
2004,OR,Living with an ineligible spouse,Aged and disabled,565.7,...,1.7,...
2004,OR,Living with an ineligible spouse,Blind,590.7,...,26.7,...
2004,OR,Living in household of another,Aged and disabled,377.7,564,1.7,...
2004,OR,Living in household of another,Blind,402.7,589.6,26.7,25.6
2004,OR,Adult foster/residential care,Aged and disabled,565.7,1042.4,1.7,196.4
2004,OR,Adult foster/residential care,Blind,590.7,1092.4,26.7,246.4
2004,OR,Room and board,Aged and disabled,565.7,1042.4,1.7,196.4
2004,OR,Room and board,Blind,590.7,1092.4,26.7,246.4
2004,PA,Living alone,,591.4,889.7,27.4,43.7
2004,PA,Living in household of another,,403.4,607.7,27.4,43.7
2004,PA,Living with an essential person,,889.7,1196.05,43.7,68.05
2004,PA,Living with an essential person in household of another,,607.7,820.05,43.7,68.05
2004,PA,Domiciliary care facility for adults,,953.3,1703.4,389.3,857.4
2004,PA,Personal care home,,958.3,1713.4,394.3,867.4
2004,RI,Living alone,,621.35,954.5,57.35,108.5
2004,RI,Living in household of another,,445.94,692.5,69.94,128.5
2004,RI,Residential care/assisted living,,1139,...,575,...
2004,RI,Medicaid facility,,50,100,20,40
2004,SC,Licensed residential-care facility,,912,...,348,...
2004,SD,Living independently,,579,861,15,15
2004,SD,Assisted living facility,,1095,...,531,...
2004,SD,Adult foster care,,831,...,267,...
2004,TX,Medicaid facility,,45,...,15,...
2004,UT,Living alone or with others,,564,850.6,0,4.6
2004,UT,Living in the household of another,,379.13,573.73,3.13,9.73
2004,VT,Living independently,,616.04,944.88,52.04,98.88
2004,VT,Level III assistive community care services,,612.38,942.77,48.38,96.77
2004,VT,Living in the household of another,,415.3,612.31,39.3,48.31
2004,VT,Level IV residential care home,,787.94,1408.06,223.94,562.06
2004,VT,Custodial-care/Family home,,662.69,1178.82,98.69,332.82
2004,VT,Medicaid facility,,47.66,95.33,17.66,35.33
2004,VT,Living independently with an essential person,,944.88,1149.69,98.88,21.69
2004,VT,Living in the household of another with an ineligible spouse who is essential person,,616.04,...,52.04,...
2004,VA,Adult care residence,Planning district 8,1028,2038,464,1192
2004,VA,Adult care residence,All other areas,905,1794,341,948
2004,VA,Adult family care,Planning district 8,740,1471,176,625
2004,VA,Adult family care,All other areas,654,1299,90,453
2004,WA,Living independently,Area 1,589.9,865.9,25.9,19.9
2004,WA,Living independently,Area 2,569.45,846,5.45,...
2004,WA,Living with ineligible spouse,Area 1,730.1,...,166.1,...
2004,WA,Living with ineligible spouse,Area 2,700.15,...,136.15,...
2004,WA,Living in household of another,,379.71,568.2,3.71,4.2
2004,WA,Living in household of another with ineligible spouse,,477.66,...,101.66,...
2004,WA,Medicaid facility,,41.62,83.24,11.62,23.24
2004,WI,Living independently,,647.78,978.05,83.78,132.05
2004,WI,Living in household of another,,459.78,696.05,83.78,132.05
2004,WI,Living independently with an ineligible spouse,,694.43,...,130.43,...
2004,WI,Living in household of another with ineligible spouse,,511.05,...,135.05,...
2004,WI,Private nonmedical group home or natural residential settings,,743.77,1323.41,179.77,477.41
2004,WY,Living independently,,573.9,871.12,9.9,25.12
2004,WY,Living in the household of another,,389.41,594.36,13.41,30.36
