year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
2006,NJ,Living in household of another,,446.31,695.76,44.31,93.09
2006,NJ,Medicaid facility,,40,80,10,20
2006,NJ,Residential health care facility,,813.05,1607.36,210.05,703.36
2006,NM,Licensed adult residential care home,,703,1104,100,200
2006,NY,Living alone,,690,1008,87,104
2006,NY,Living with others,,626,950,23,46
2006,NY,Congregate care I,Areas A and B,869.48,1738.96,266.48,834.96
2006,NY,Congregate care I,Area C,831.48,1662.96,228.48,758.96
2006,NY,Congregate care II,Areas A and B,1038,2076,435,1172
2006,NY,Congregate care II,Area C,1008,2016,405,1112
2006,NY,Congregate care III,Area A,1128,2243,525,1339
2006,NY,Congregate care III,Areas B and C,1113,2213,510,1309
2006,NY,Living in household of another,,425,648.67,23,46
2006,NY,Medicaid facility/residential facility/emergency shelter,,603,904,...,...
2006,NC,Adult care home,Basic,1164,?,561,?
2006,NC,Adult care home,Disenfranchised,1277,?,674,?
2006,NC,Adult care home,Special care unit,1561,?,958,?
2006,NC,Blind ineligible for SSI,Not paying shelter and utilities,...,...,97,194
2006,NC,Blind ineligible for SSI,Paying shelter and utilities,...,...,146,243
2006,OH,Adult family/foster home,,1109,2063,506,1159
2006,OH,Adult community mental health housing,,909,1663,306,759
2006,OH,Adult community alternative home,,1109,2063,506,1159
2006,OH,Adult group home,,1209,2263,606,1359
2006,OH,Residential care facility,,1209,2263,606,1359
2006,OH,Adult residential care facility,,1109,2063,506,1159
2006,OK,Living independently,,651,1000,48,96
2006,OR,Living independently,Aged and disabled,604.7,...,1.7,...
2006,OR,Living independently,Blind,629.7,929,26.7,25.6
2006,OR,Living in household of another,Aged and disabled,403.7,...,1.7,...
2006,OR,Living in household of another,Blind,428.7,628.27,26.7,25.6
2006,OR,Adult foster/residential care,Aged and disabled,604.7,...,1.7,...
2006,OR,Adult foster/residential care,Blind,629.7,...,26.7,...
2006,PA,Living alone,,630.4,947.7,27.4,43.7
2006,PA,Living in household of another,,429.4,646.37,27.4,43.7
2006,PA,Living with an essential person,,948.7,1274.05,43.7,68.05
2006,PA,Living with an essential person in household of another,,647.7,872.05,43.7,68.05
2006,PA,Domiciliary care facility for adults,,992.3,1761.4,389.3,857.4
2006,PA,Personal care home,,997.3,1771.4,394.3,867.4
2006,RI,Living alone,,660.35,1012.5,57.35,108.5
2006,RI,Living in household of another,,471.94,731.17,69.94,128.5
2006,RI,Residential care/assisted living,,1178,...,575,...
2006,RI,Medicaid facility,,50,100,20,40
2006,SC,Licensed residential-care facility,,951,...,348,...
2006,SD,Living independently,,618,919,15,15
2006,SD,Assisted living facility,,1173,...,570,...
2006,SD,Adult foster care,,890,...,287,...
2006,TX,Medicaid facility,,60,...,30,...
2006,UT,Living alone or with others,,603,908.6,...,4.6
2006,UT,Living in the household of another,,405.13,612.4,3.13,9.73
2006,VT,Living independently,,655.04,1002.88,52.04,98.88
2006,VT,Level III assistive community care services,,651.38,1000.77,48.38,96.77
2006,VT,Living in the household of another,,441.3,650.98,39.3,48.31
2006,VT,Level IV residential care home,,826.94,1466.06,223.94,562.06
2006,VT,Custodial-care/Family home,,701.69,1236.82,98.69,332.82
2006,VT,Medicaid facility,,47.66,95.33,17.66,35.33
2006,VA,Assisted living facility,Planning district 8,1199,2398,596,1494
2006,VA,Assisted living facility,All other areas,1052,2104,449,1200
2006,VA,Adult foster care,Planning district 8,1199,2398,596,1494
2006,VA,Adult foster care,All other areas,1052,2104,449,1200
2006,WA,Living independently,,649,996,46,92
2006,WA,Living with ineligible spouse,,649,...,46,...
2006,WA,Living in household of another,,448,694.67,46,92
2006,WA,Living in household of another with ineligible spouse,,448,...,46,...
2006,WA,Medicaid facility,,51.62,103.24,21.62,43.24
2006,WI,Living independently,,686.78,1036.05,83.78,132.05
2006,WI,Living in household of another,,485.78,734.72,83.78,132.05
2006,WI,Living independently with an ineligible spouse,,733.43,...,130.43,...
2006,WI,Living in household of another with ineligible spouse,,537.05,...,135.05,...
2006,WI,Private nonmedical group home or natural residential settings,,782.77,1381.41,179.77,477.41
2006,WY,Living independently,,613.44,930.48,10.44,26.48
2006,WY,Living in the household of another,,415.24,635.02,13.24,32.35
