year,state,liv_arr,sub_cat,combn_indv,combn_cpl,state_indv,state_cpl
2011,OK,Living independently,,716,1095,42,84
2011,PA,Living alone,,696.1,1044.3,22.1,33.3
2011,PA,Living in household of another,,474.87,712.44,25.53,38.44
2011,PA,Living with an essential person,,1055.7,1417.05,43.7,68.05
2011,PA,Living with an essential person in household of another,,718.37,967.38,43.7,68.05
2011,PA,Domiciliary care facility for adults,,1108.3,1958.4,434.3,947.4
2011,PA,Personal care home,,1113.3,1968.4,439.3,957.4
2011,RI,Living alone,,713.92,1090.38,39.92,79.38
2011,RI,Living in household of another,,501.26,771.3,51.92,97.3
2011,RI,Residential care/assisted living,,1212,...,538,...
2011,RI,Medicaid facility,,50,100,20,40
2011,SC,Licensed residential-care facility,,1157,...,483,...
2011,SD,Living independently,,689,1026,15,15
2011,SD,Assisted living facility,,1379,...,765,...
2011,SD,Adult foster care,,1002,...,388,...
2011,TX,Medicaid facility,,90,...,60,...
2011,UT,Living alone or with others,,674,1015.6,...,4.6
2011,UT,Living in the household of another,,452.47,683.73,3.13,9.73
2011,VT,Living independently,,726.04,1109.88,52.04,98.88
2011,VT,Level III assistive community care services,,722.38,1107.77,48.38,96.77
2011,VT,Living in the household of another,,488.64,722.31,39.3,48.31
2011,VT,Level IV residential care home,,897.94,1573.06,223.94,562.06
2011,VT,Custodial-care/Family home,,772.69,1343.82,98.69,332.82
2011,VT,Medicaid facility,,47.66,95.33,17.66,35.33
2011,VA,Assisted living facility,Planning district 8,1360,2720,686,1709
2011,VA,Assisted living facility,All other areas,1193,2386,519,1375
2011,VA,Adult foster care,Planning district 8,1360,2720,686,1709
2011,VA,Adult foster care,All other areas,1193,2386,519,1375
2011,WA,Living independently,,720,1103,46,92
2011,WA,Living with ineligible spouse,,720,...,46,...
2011,WA,Living in household of another,,495.34,766,46,92
2011,WA,Living in household of another with ineligible spouse,,495.34,...,46,...
2011,WA,Medicaid facility,,57.28,107.36,27.28,47.36
2011,WI,Living independently,,757.78,1143.05,83.78,132.05
2011,WI,Living in household of another,,533.12,806.05,83.78,132.05
2011,WI,Living independently with an ineligible spouse,,804.43,...,130.43,...
2011,WI,Living in household of another with ineligible spouse,,584.39,...,135.05,...
2011,WI,Private nonmedical group home or natural residential settings,,853.77,1488.41,179.77,477.41
2011,WY,Living independently,,699,1066.6,25,55.6
2011,WY,Living in the household of another,,477.14,735.14,27.8,61.14
,,,,,,,
,43,,,,,,
